<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2016.01.05	10:00:00	42740	42840	42710	42820	285	3942	1
2016.01.05	10:05:00	42815	42855	42800	42815	320	2896	1
2016.01.05	10:10:00	42820	42850	42800	42820	230	1382	1
2016.01.05	10:15:00	42825	42840	42765	42810	285	2883	1
2016.01.05	10:20:00	42810	42850	42795	42800	220	1120	1
2016.01.05	10:25:00	42805	42815	42775	42805	180	1019	1
2016.01.05	10:30:00	42800	42815	42740	42760	180	2311	1
2016.01.05	10:35:00	42765	42785	42740	42760	170	960	1
2016.01.05	10:40:00	42755	42765	42705	42740	160	2161	1
2016.01.05	10:45:00	42730	42810	42730	42800	200	2126	1
2016.01.05	10:50:00	42810	42810	42745	42765	215	1330	1
2016.01.05	10:55:00	42765	42810	42755	42810	195	1435	1
2016.01.05	11:00:00	42810	42850	42805	42845	175	2652	1
2016.01.05	11:05:00	42840	42880	42810	42860	220	3540	1
2016.01.05	11:10:00	42855	42880	42845	42865	150	1519	1
2016.01.05	11:15:00	42870	42940	42865	42895	325	5763	1
2016.01.05	11:20:00	42895	42900	42835	42855	205	2908	1
2016.01.05	11:25:00	42850	42900	42830	42880	235	1985	1
2016.01.05	11:30:00	42880	42905	42860	42905	230	1249	1
2016.01.05	11:35:00	42900	42965	42895	42955	190	2510	1
2016.01.05	11:40:00	42950	42975	42935	42965	205	1828	1
2016.01.05	11:45:00	42965	42990	42925	42935	165	2296	1
2016.01.05	11:50:00	42945	42965	42895	42940	300	3357	1
2016.01.05	11:55:00	42940	42980	42930	42965	180	2033	1
2016.01.05	12:00:00	42965	42990	42920	42940	235	2836	1
2016.01.05	12:05:00	42935	42960	42925	42940	160	1144	1
2016.01.05	12:10:00	42935	42945	42910	42945	145	1186	1
2016.01.05	12:15:00	42945	42955	42880	42905	175	2824	1
2016.01.05	12:20:00	42910	42910	42865	42875	165	1531	1
2016.01.05	12:25:00	42880	42890	42860	42860	170	1287	1
2016.01.05	12:30:00	42865	42890	42785	42800	270	5381	1
2016.01.05	12:35:00	42800	42835	42710	42790	425	5959	1
2016.01.05	12:40:00	42795	42880	42750	42845	440	5262	1
2016.01.05	12:45:00	42850	42860	42780	42785	300	3101	1
2016.01.05	12:50:00	42790	42855	42780	42845	205	2316	1
2016.01.05	12:55:00	42840	42915	42835	42850	290	4474	1
2016.01.05	13:00:00	42855	42880	42745	42785	445	4909	1
2016.01.05	13:05:00	42775	42880	42775	42860	255	2402	1
2016.01.05	13:10:00	42865	42885	42790	42810	250	1992	1
2016.01.05	13:15:00	42815	42825	42785	42805	240	1335	1
2016.01.05	13:20:00	42805	42815	42745	42795	255	3028	1
2016.01.05	13:25:00	42790	42805	42700	42705	260	3574	1
2016.01.05	13:30:00	42705	42740	42635	42670	390	6036	1
2016.01.05	13:35:00	42665	42700	42660	42690	180	1951	1
2016.01.05	13:40:00	42690	42740	42640	42735	205	2436	1
2016.01.05	13:45:00	42730	42760	42700	42760	210	2263	1
2016.01.05	13:50:00	42765	42790	42725	42730	175	2322	1
2016.01.05	13:55:00	42730	42810	42715	42795	260	2371	1
2016.01.05	14:00:00	42790	42845	42790	42810	265	2898	1
2016.01.05	14:05:00	42805	42825	42775	42790	260	2304	1
2016.01.05	14:10:00	42790	42815	42750	42780	205	2087	1
2016.01.05	14:15:00	42775	42785	42750	42755	165	1128	1
2016.01.05	14:20:00	42755	42780	42705	42720	215	1957	1
2016.01.05	14:25:00	42720	42765	42710	42725	185	1843	1
2016.01.05	14:30:00	42725	42770	42680	42695	250	2860	1
2016.01.05	14:35:00	42690	42720	42660	42705	280	2926	1
2016.01.05	14:40:00	42705	42745	42645	42670	270	2659	1
2016.01.05	14:45:00	42665	42720	42650	42720	185	1878	1
2016.01.05	14:50:00	42715	42730	42670	42685	175	1707	1
2016.01.05	14:55:00	42685	42730	42665	42695	210	2299	1
2016.01.05	15:00:00	42700	42705	42610	42635	230	3741	1
2016.01.05	15:05:00	42630	42665	42600	42615	220	3346	1
2016.01.05	15:10:00	42615	42625	42570	42595	305	4223	1
2016.01.05	15:15:00	42590	42655	42580	42635	215	2740	1
2016.01.05	15:20:00	42635	42675	42630	42635	225	3001	1
2016.01.05	15:25:00	42635	42685	42630	42660	190	1581	1
2016.01.05	15:30:00	42665	42745	42615	42700	345	5096	1
2016.01.05	15:35:00	42700	42790	42690	42760	270	4300	1
2016.01.05	15:40:00	42765	42770	42715	42725	225	2360	1
2016.01.05	15:45:00	42720	42780	42715	42760	215	1611	1
2016.01.05	15:50:00	42755	42785	42745	42775	180	1712	1
2016.01.05	15:55:00	42780	42810	42740	42795	215	2152	1
2016.01.05	16:00:00	42795	42820	42765	42815	250	2307	1
2016.01.05	16:05:00	42815	42840	42785	42795	210	2601	1
2016.01.05	16:10:00	42795	42840	42795	42815	185	1501	1
2016.01.05	16:15:00	42820	42830	42735	42740	220	2401	1
2016.01.05	16:20:00	42740	42750	42690	42710	255	2952	1
2016.01.05	16:25:00	42705	42735	42700	42710	165	2009	1
2016.01.05	16:30:00	42710	42730	42680	42720	165	1842	1
2016.01.05	16:35:00	42720	42770	42695	42760	190	1809	1
2016.01.05	16:40:00	42755	42785	42715	42755	235	2498	1
2016.01.05	16:45:00	42755	42790	42735	42755	185	1845	1
2016.01.05	16:50:00	42760	42780	42735	42750	120	1146	1
2016.01.05	16:55:00	42750	42760	42715	42735	180	1279	1
2016.01.05	17:00:00	42745	42775	42740	42770	180	1079	1
2016.01.05	17:05:00	42765	42770	42740	42765	125	1077	1
2016.01.05	17:10:00	42760	42775	42745	42765	130	877	1
2016.01.05	17:15:00	42765	42815	42755	42805	185	4510	1
2016.01.05	17:20:00	42810	42815	42780	42790	125	2457	1
2016.01.05	17:25:00	42795	42810	42780	42800	130	1199	1
2016.01.05	17:30:00	42805	42890	42800	42860	255	3532	1
2016.01.05	17:35:00	42860	42860	42830	42835	145	2134	1
2016.01.05	17:40:00	42835	42880	42825	42840	160	1757	1
2016.01.05	17:45:00	42830	42845	42790	42805	215	2731	1
2016.01.05	17:50:00	42810	42820	42755	42785	240	1631	1
2016.01.05	17:55:00	42785	42830	42785	42800	180	768	1
2016.01.05	18:00:00	42800	42905	42800	42895	270	1510	1
2016.01.05	18:05:00	42885	42935	42860	42935	350	2274	1
2016.01.06	09:00:00	42365	42380	42145	42215	765	7957	1
2016.01.06	09:05:00	42215	42230	42150	42205	410	4276	1
2016.01.06	09:10:00	42210	42235	42065	42100	395	5521	1
2016.01.06	09:15:00	42090	42145	42065	42130	240	2575	1
2016.01.06	09:20:00	42135	42175	42110	42120	315	2562	1
2016.01.06	09:25:00	42120	42165	42120	42155	180	1939	1
2016.01.06	09:30:00	42150	42165	42115	42130	285	1998	1
2016.01.06	09:35:00	42130	42185	42095	42165	295	2992	1
2016.01.06	09:40:00	42170	42210	42150	42175	285	2812	1
2016.01.06	09:45:00	42175	42190	42145	42165	210	1608	1
2016.01.06	09:50:00	42165	42190	42150	42180	160	890	1
2016.01.06	09:55:00	42180	42210	42175	42195	200	1734	1
2016.01.06	10:00:00	42190	42205	42125	42145	195	2681	1
2016.01.06	10:05:00	42145	42195	42140	42175	270	1193	1
2016.01.06	10:10:00	42180	42245	42175	42205	255	3409	1
2016.01.06	10:15:00	42210	42240	42175	42225	225	1475	1
2016.01.06	10:20:00	42230	42245	42210	42215	180	1191	1
2016.01.06	10:25:00	42210	42210	42030	42045	320	7507	1
2016.01.06	10:30:00	42045	42135	42040	42125	205	3447	1
2016.01.06	10:35:00	42130	42140	42100	42135	160	1664	1
2016.01.06	10:40:00	42140	42140	42050	42060	230	2490	1
2016.01.06	10:45:00	42055	42100	42055	42075	150	1135	1
2016.01.06	10:50:00	42075	42120	42065	42085	200	1669	1
2016.01.06	10:55:00	42085	42100	42010	42035	225	4369	1
2016.01.06	11:00:00	42040	42060	42015	42050	245	2207	1
2016.01.06	11:05:00	42050	42085	42045	42055	215	2242	1
2016.01.06	11:10:00	42055	42085	42045	42070	210	1204	1
2016.01.06	11:15:00	42070	42150	42035	42135	295	4785	1
2016.01.06	11:20:00	42135	42150	42100	42115	235	2420	1
2016.01.06	11:25:00	42120	42135	42085	42135	200	2235	1
2016.01.06	11:30:00	42140	42140	42105	42130	185	1350	1
2016.01.06	11:35:00	42125	42130	42065	42120	200	2287	1
2016.01.06	11:40:00	42125	42170	42105	42145	195	2756	1
2016.01.06	11:45:00	42150	42160	42120	42160	150	1457	1
2016.01.06	11:50:00	42160	42185	42130	42145	185	2406	1
2016.01.06	11:55:00	42145	42170	42140	42145	135	1017	1
2016.01.06	12:00:00	42145	42185	42140	42175	140	1710	1
2016.01.06	12:05:00	42175	42195	42150	42150	180	2011	1
2016.01.06	12:10:00	42150	42175	42130	42175	155	1605	1
2016.01.06	12:15:00	42170	42185	42140	42150	130	1186	1
2016.01.06	12:20:00	42150	42170	42115	42120	190	2007	1
2016.01.06	12:25:00	42120	42150	42100	42145	175	1816	1
2016.01.06	12:30:00	42145	42190	42085	42165	280	5654	1
2016.01.06	12:35:00	42170	42235	42155	42230	225	5635	1
2016.01.06	12:40:00	42230	42240	42170	42230	340	3544	1
2016.01.06	12:45:00	42230	42275	42190	42260	350	5430	1
2016.01.06	12:50:00	42260	42295	42200	42225	300	3796	1
2016.01.06	12:55:00	42225	42275	42195	42270	225	1684	1
2016.01.06	13:00:00	42265	42280	42195	42200	240	3074	1
2016.01.06	13:05:00	42200	42220	42170	42215	255	2203	1
2016.01.06	13:10:00	42215	42250	42185	42230	275	2213	1
2016.01.06	13:15:00	42230	42240	42195	42225	220	1810	1
2016.01.06	13:20:00	42220	42260	42205	42235	215	2862	1
2016.01.06	13:25:00	42240	42270	42220	42255	170	2155	1
2016.01.06	13:30:00	42255	42265	42225	42240	195	2919	1
2016.01.06	13:35:00	42245	42250	42220	42240	140	2256	1
2016.01.06	13:40:00	42235	42260	42225	42230	175	1757	1
2016.01.06	13:45:00	42230	42240	42180	42220	225	3083	1
2016.01.06	13:50:00	42225	42230	42175	42185	170	2122	1
2016.01.06	13:55:00	42190	42235	42180	42230	175	1858	1
2016.01.06	14:00:00	42225	42280	42220	42275	190	4923	1
2016.01.06	14:05:00	42275	42330	42265	42320	190	6668	1
2016.01.06	14:10:00	42325	42340	42260	42330	240	4003	1
2016.01.06	14:15:00	42330	42360	42310	42335	225	3498	1
2016.01.06	14:20:00	42330	42395	42325	42355	245	4983	1
2016.01.06	14:25:00	42350	42420	42340	42400	260	4594	1
2016.01.06	14:30:00	42400	42445	42370	42420	305	5347	1
2016.01.06	14:35:00	42420	42470	42420	42450	290	5141	1
2016.01.06	14:40:00	42450	42465	42410	42430	195	3272	1
2016.01.06	14:45:00	42425	42505	42425	42480	220	3888	1
2016.01.06	14:50:00	42480	42545	42480	42510	205	4602	1
2016.01.06	14:55:00	42510	42530	42435	42455	250	4384	1
2016.01.06	15:00:00	42460	42475	42385	42395	285	4120	1
2016.01.06	15:05:00	42395	42470	42390	42465	225	2250	1
2016.01.06	15:10:00	42465	42490	42435	42475	170	1916	1
2016.01.06	15:15:00	42470	42505	42455	42465	185	2394	1
2016.01.06	15:20:00	42460	42475	42435	42465	190	2318	1
2016.01.06	15:25:00	42465	42470	42390	42440	265	3077	1
2016.01.06	15:30:00	42435	42440	42395	42420	215	2429	1
2016.01.06	15:35:00	42415	42460	42370	42410	330	4455	1
2016.01.06	15:40:00	42410	42455	42405	42445	175	1453	1
2016.01.06	15:45:00	42450	42490	42445	42460	200	2732	1
2016.01.06	15:50:00	42460	42520	42450	42515	210	2539	1
2016.01.06	15:55:00	42515	42530	42465	42475	200	2800	1
2016.01.06	16:00:00	42470	42520	42470	42510	175	1874	1
2016.01.06	16:05:00	42510	42590	42475	42540	365	5959	1
2016.01.06	16:10:00	42540	42570	42510	42515	215	2738	1
2016.01.06	16:15:00	42515	42525	42490	42490	170	2005	1
2016.01.06	16:20:00	42495	42495	42440	42465	185	3528	1
2016.01.06	16:25:00	42465	42495	42460	42475	165	1580	1
2016.01.06	16:30:00	42475	42490	42415	42435	220	2774	1
2016.01.06	16:35:00	42430	42490	42430	42485	170	1671	1
2016.01.06	16:40:00	42485	42515	42460	42480	195	1978	1
2016.01.06	16:45:00	42480	42490	42440	42440	190	2109	1
2016.01.06	16:50:00	42445	42500	42425	42475	195	1648	1
2016.01.06	16:55:00	42480	42530	42480	42495	165	1641	1
2016.01.06	17:00:00	42495	42545	42470	42485	305	2465	1
2016.01.06	17:05:00	42480	42565	42480	42545	230	2859	1
2016.01.06	17:10:00	42545	42620	42530	42595	260	4800	1
2016.01.06	17:15:00	42590	42620	42585	42600	210	2182	1
2016.01.06	17:20:00	42600	42610	42520	42550	195	3620	1
2016.01.06	17:25:00	42545	42550	42405	42420	260	4034	1
2016.01.06	17:30:00	42420	42455	42410	42440	175	1890	1
2016.01.06	17:35:00	42450	42455	42385	42420	280	2519	1
2016.01.06	17:40:00	42420	42435	42280	42310	355	4787	1
2016.01.06	17:45:00	42315	42320	42245	42250	255	3305	1
2016.01.06	17:50:00	42245	42305	42225	42265	265	2425	1
2016.01.06	17:55:00	42270	42280	42175	42200	360	2218	1
2016.01.06	18:00:00	42185	42210	42155	42175	305	1278	1
2016.01.06	18:05:00	42185	42210	42115	42115	365	3230	1
2016.01.07	09:00:00	41300	41375	41175	41275	755	5862	1
2016.01.07	09:05:00	41275	41395	41260	41365	370	3144	1
2016.01.07	09:10:00	41365	41405	41350	41365	200	2634	1
2016.01.07	09:15:00	41365	41370	41310	41315	200	4819	1
2016.01.07	09:20:00	41310	41365	41285	41355	290	2291	1
2016.01.07	09:25:00	41360	41395	41335	41365	225	1636	1
2016.01.07	09:30:00	41375	41425	41360	41400	250	2407	1
2016.01.07	09:35:00	41400	41410	41370	41395	185	1174	1
2016.01.07	09:40:00	41400	41440	41360	41390	290	1823	1
2016.01.07	09:45:00	41395	41400	41360	41390	170	992	1
2016.01.07	09:50:00	41395	41410	41365	41395	190	1190	1
2016.01.07	09:55:00	41400	41435	41400	41410	195	1047	1
2016.01.07	10:00:00	41420	41465	41415	41425	265	3180	1
2016.01.07	10:05:00	41430	41435	41315	41330	260	3476	1
2016.01.07	10:10:00	41335	41350	41225	41260	340	3887	1
2016.01.07	10:15:00	41255	41325	41200	41240	495	4531	1
2016.01.07	10:20:00	41235	41275	41155	41205	480	7030	1
2016.01.07	10:25:00	41205	41285	41195	41255	330	3596	1
2016.01.07	10:30:00	41265	41300	41235	41280	305	3065	1
2016.01.07	10:35:00	41285	41335	41265	41305	345	3335	1
2016.01.07	10:40:00	41305	41330	41270	41300	315	1944	1
2016.01.07	10:45:00	41305	41305	41230	41255	240	2318	1
2016.01.07	10:50:00	41245	41270	41180	41250	355	3247	1
2016.01.07	10:55:00	41250	41290	41240	41270	200	1611	1
2016.01.07	11:00:00	41270	41275	41180	41260	280	3250	1
2016.01.07	11:05:00	41265	41270	41210	41250	215	1637	1
2016.01.07	11:10:00	41255	41315	41250	41300	260	3245	1
2016.01.07	11:15:00	41305	41345	41285	41300	305	3912	1
2016.01.07	11:20:00	41290	41350	41285	41320	220	2284	1
2016.01.07	11:25:00	41325	41335	41130	41175	425	4488	1
2016.01.07	11:30:00	41180	41215	41170	41185	195	1793	1
2016.01.07	11:35:00	41195	41260	41185	41240	255	2078	1
2016.01.07	11:40:00	41245	41315	41240	41285	325	3565	1
2016.01.07	11:45:00	41285	41300	41265	41285	250	2035	1
2016.01.07	11:50:00	41290	41305	41280	41305	130	1484	1
2016.01.07	11:55:00	41300	41325	41290	41310	195	2065	1
2016.01.07	12:00:00	41310	41335	41290	41305	270	2684	1
2016.01.07	12:05:00	41305	41340	41290	41320	190	2358	1
2016.01.07	12:10:00	41325	41390	41315	41390	185	3053	1
2016.01.07	12:15:00	41390	41410	41375	41405	170	1968	1
2016.01.07	12:20:00	41400	41405	41360	41385	180	1492	1
2016.01.07	12:25:00	41380	41420	41375	41395	215	3037	1
2016.01.07	12:30:00	41390	41395	41290	41290	400	6794	1
2016.01.07	12:35:00	41295	41495	41260	41480	445	7761	1
2016.01.07	12:40:00	41480	41585	41470	41470	510	9399	1
2016.01.07	12:45:00	41465	41540	41430	41535	370	4185	1
2016.01.07	12:50:00	41525	41645	41480	41480	495	6627	1
2016.01.07	12:55:00	41485	41510	41405	41415	410	4105	1
2016.01.07	13:00:00	41410	41410	41305	41330	385	6079	1
2016.01.07	13:05:00	41325	41385	41275	41370	410	3750	1
2016.01.07	13:10:00	41370	41375	41275	41365	335	2607	1
2016.01.07	13:15:00	41365	41420	41315	41350	440	4403	1
2016.01.07	13:20:00	41345	41370	41305	41325	335	3088	1
2016.01.07	13:25:00	41330	41410	41310	41315	310	3688	1
2016.01.07	13:30:00	41320	41410	41320	41405	265	4307	1
2016.01.07	13:35:00	41405	41445	41340	41415	415	4443	1
2016.01.07	13:40:00	41410	41470	41365	41370	285	3436	1
2016.01.07	13:45:00	41375	41430	41355	41420	210	2047	1
2016.01.07	13:50:00	41425	41480	41390	41460	335	3017	1
2016.01.07	13:55:00	41460	41495	41435	41490	225	2558	1
2016.01.07	14:00:00	41490	41525	41425	41460	295	2873	1
2016.01.07	14:05:00	41460	41495	41420	41480	295	2987	1
2016.01.07	14:10:00	41475	41490	41440	41485	250	2558	1
2016.01.07	14:15:00	41490	41510	41470	41480	235	1946	1
2016.01.07	14:20:00	41485	41560	41485	41545	290	3428	1
2016.01.07	14:25:00	41550	41610	41530	41585	255	4150	1
2016.01.07	14:30:00	41585	41595	41540	41550	330	3355	1
2016.01.07	14:35:00	41555	41620	41540	41595	225	3191	1
2016.01.07	14:40:00	41590	41595	41525	41550	275	3090	1
2016.01.07	14:45:00	41550	41550	41470	41515	320	5200	1
2016.01.07	14:50:00	41510	41555	41495	41530	220	2137	1
2016.01.07	14:55:00	41530	41540	41480	41490	230	2195	1
2016.01.07	15:00:00	41485	41505	41460	41495	205	2017	1
2016.01.07	15:05:00	41495	41510	41435	41435	195	2282	1
2016.01.07	15:10:00	41445	41465	41420	41440	210	2922	1
2016.01.07	15:15:00	41440	41495	41420	41460	230	2493	1
2016.01.07	15:20:00	41460	41510	41460	41500	210	2086	1
2016.01.07	15:25:00	41505	41515	41425	41440	225	2711	1
2016.01.07	15:30:00	41445	41475	41430	41440	190	1417	1
2016.01.07	15:35:00	41435	41440	41355	41380	275	4517	1
2016.01.07	15:40:00	41380	41410	41370	41410	195	1304	1
2016.01.07	15:45:00	41405	41445	41395	41405	200	1962	1
2016.01.07	15:50:00	41405	41435	41400	41420	165	1875	1
2016.01.07	15:55:00	41425	41450	41385	41415	220	2417	1
2016.01.07	16:00:00	41415	41415	41370	41390	155	1480	1
2016.01.07	16:05:00	41385	41410	41340	41395	250	3115	1
2016.01.07	16:10:00	41395	41400	41315	41345	230	3815	1
2016.01.07	16:15:00	41350	41350	41260	41290	275	4159	1
2016.01.07	16:20:00	41290	41315	41265	41310	240	2258	1
2016.01.07	16:25:00	41315	41375	41310	41345	185	2868	1
2016.01.07	16:30:00	41340	41350	41290	41325	245	3090	1
2016.01.07	16:35:00	41325	41330	41220	41225	295	3796	1
2016.01.07	16:40:00	41220	41245	41175	41215	245	4771	1
2016.01.07	16:45:00	41215	41255	41210	41225	185	2595	1
2016.01.07	16:50:00	41230	41280	41220	41280	195	2840	1
2016.01.07	16:55:00	41275	41310	41260	41290	225	2287	1
2016.01.07	17:00:00	41290	41290	41215	41250	205	2301	1
2016.01.07	17:05:00	41250	41270	41230	41235	150	1288	1
2016.01.07	17:10:00	41230	41280	41230	41235	190	1729	1
2016.01.07	17:15:00	41240	41270	41240	41240	135	1312	1
2016.01.07	17:20:00	41240	41265	41185	41185	195	2266	1
2016.01.07	17:25:00	41195	41205	41145	41170	210	2463	1
2016.01.07	17:30:00	41165	41190	41105	41115	195	2575	1
